type,x,y,w,h
0,7000,100,300,150
0,8000,100,300,150
0,7300,100,275,50
0,7725,100,275,50
0,6550,100,450,50
0,9000,100,300,150
0,10000,100,300,150
0,8300,100,275,50
0,8725,100,275,50
0,9300,100,275,50
0,9725,100,275,50
0,10300,100,275,50
0,10725,100,275,50
0,6750,625,100,175
0,7450,625,100,175
0,7750,625,100,175
0,8450,625,100,175
0,8750,625,100,175
0,9450,625,100,175
0,9750,625,100,175
0,10450,625,100,175
0,10750,625,100,175
0,11000,100,75,275
0,11075,100,150,250
0,11225,100,75,275
0,7300,150,125,75
0,6875,150,125,75
0,7875,150,125,75
0,8300,150,125,75
0,8875,150,125,75
0,9300,150,125,75
0,9875,150,125,75
0,10300,150,125,75
0,10875,150,125,75
1,24350,1375,2100,225
1,24400,450,75,75
1,24575,300,75,75
1,24950,775,100,25
1,24350,0,6850,25
1,24775,225,75,75
1,25000,175,75,75
1,25225,250,75,75
1,25375,400,75,75
1,25500,575,75,75
1,25525,825,75,75
1,24925,800,150,25
1,25750,900,75,75
1,26000,850,75,75
1,26250,900,75,75
1,26500,950,75,75
1,26750,1050,75,75
1,27225,1200,75,75
1,27400,1100,75,75
1,27550,900,75,75
1,26450,1425,50,175
1,26500,1525,75,75
1,26575,1575,4825,25
1,27675,700,75,75
1,27850,500,75,75
1,28050,325,75,75
1,28275,175,75,75
1,28225,25,25,100
1,28300,25,25,100
1,28325,25,25,75
1,28450,25,25,75
1,28550,25,25,50
1,27650,1475,75,50
1,27900,1225,100,50
1,28125,950,75,50
1,28675,25,25,100
1,28775,25,25,50
1,28875,25,25,150
1,28975,25,25,75
1,29050,25,25,50
1,29700,25,25,125
1,29775,25,25,75
1,29200,25,25,75
1,28900,25,25,50
1,28150,25,25,50
1,28325,725,50,50
1,28675,550,100,50
1,29050,550,100,50
1,27000,1175,75,75
4,31100,1500,300,50
3,31100,1200,300,300
1,31100,1550,300,25
1,29725,775,100,50
1,29925,975,125,50
1,30100,1200,125,50
1,30450,1375,150,50
1,29850,200,75,75
1,30025,350,75,75
1,30250,525,75,75
1,30450,700,75,75
1,30725,925,75,75
1,30975,1100,75,75
0,18300,1000,3950,600
0,11500,1000,6800,600
0,0,900,2100,700
0,2100,900,1000,700
0,3100,900,8400,700
1,29425,600,100,50
1,29325,25,25,150
1,29375,25,25,75
1,29550,25,25,125
1,29475,25,25,50
1,29625,25,25,25
1,28625,25,25,25
1,29850,25,25,25
1,29925,25,25,75
1,30000,25,25,25
1,30100,25,25,125
1,30025,25,25,100
1,30250,25,25,125
1,30300,25,25,75
1,30400,25,25,150
1,30325,25,25,25
1,28500,650,1100,925
1,28575,600,625,50
1,28250,775,250,800
1,28075,1000,175,575
1,28000,1175,75,400
1,27850,1275,150,300
1,27725,1400,125,175
1,27525,1525,200,50
1,29600,725,125,850
1,29725,1425,875,150
1,30600,1475,50,100
1,30650,1550,200,25
1,29725,1250,575,175
1,29725,1025,325,225
1,29725,825,100,200
1,28400,700,100,75
1,28900,550,25,50
1,29350,575,25,75
1,29825,950,50,75
1,29825,875,25,75
1,30050,1075,25,50
1,30300,1300,75,125
1,30375,1400,75,25
1,30300,1275,50,25
1,30050,1175,50,75
1,28825,500,25,100
1,29275,600,25,50
1,29225,625,25,25
1,24900,825,175,550
1,24350,1225,550,150
1,24825,900,75,325
1,24675,1175,150,50
1,25150,1125,100,250
1,25075,850,75,525
1,25250,1325,50,50
1,24350,1125,75,100
1,25075,825,50,25
1,24850,850,50,50
1,31100,25,50,1125
1,28025,25,25,100
1,28100,25,25,25
1,27900,25,25,225
1,27850,25,25,150
1,27825,25,25,50
1,27700,25,25,150
1,27750,25,25,25
1,27600,25,25,50
1,27500,25,25,25
1,27475,25,25,75
1,29975,275,25,25
1,30150,475,25,25
1,30425,600,25,25
1,30650,825,25,25
1,30600,775,25,25
1,30850,1000,25,25
1,30950,1025,25,25
1,29800,175,25,25
1,28150,275,25,25
1,27925,450,25,25
1,27975,375,25,25
1,28225,250,25,25
1,27775,625,25,25
1,27625,800,25,25
1,27450,1050,25,25
1,27325,1175,25,25
1,27525,1000,25,25
1,24900,200,25,25
1,24700,275,25,25
1,24500,375,25,25
1,25125,225,25,25
1,25200,175,25,25
1,25350,350,25,25
1,25450,525,25,25
0,31300,900,100,100
0,31500,1100,100,100
0,31500,1500,100,100
0,31700,1300,100,100
0,31500,700,100,100
0,32100,1300,100,100
0,32500,1300,100,100
0,32700,1500,100,100
0,32700,1100,100,100
0,32700,700,100,100
0,31200,0,2900,700
0,32900,900,100,100
0,32900,1300,100,100
0,31150,25,50,1125
0,33100,1500,100,100
0,33300,900,100,100
2,39000,1300,400,50
3,39000,900,400,400
0,31700,900,100,100
0,32500,900,100,100
0,33300,1300,100,100
0,33500,1500,100,100
0,33700,900,100,100
0,33700,1300,100,100
0,33900,1500,100,100
0,33900,1100,100,100
0,33900,700,100,100
0,34100,500,100,100
0,34100,900,100,100
0,34300,300,100,100
0,34300,700,100,100
0,34500,900,100,100
0,34100,1300,100,100
0,32100,900,100,100
0,32300,700,100,100
0,31900,700,100,100
0,34500,1300,100,100
0,34700,700,100,100
0,34100,100,200,200
0,34500,100,100,100
0,34700,300,100,100
0,31900,1500,100,100
0,32300,1500,100,100
0,34100,0,3800,100
0,34700,1000,2400,600
0,33100,700,100,100
0,33500,700,100,100
0,34900,100,100,100
0,35100,300,100,100
0,35100,700,100,100
0,36100,900,100,100
0,35300,100,100,100
0,35300,500,100,100
0,37100,700,100,100
0,35500,700,100,100
0,35500,300,100,100
0,37800,100,100,800
0,35900,300,100,100
0,35900,700,100,100
0,36300,300,100,100
0,36300,700,100,100
0,35700,100,100,100
0,36100,100,100,100
0,34900,900,100,100
0,35300,900,100,100
0,35700,900,100,100
0,36500,100,100,100
0,36500,500,100,100
0,36700,300,100,100
0,36500,900,100,100
0,37100,300,100,100
0,37400,100,400,200
0,37500,700,100,100
0,39000,1350,400,250
0,11500,700,200,25
0,17800,625,200,25
0,37100,1100,100,100
0,37100,1500,100,100
0,37300,1300,100,100
0,37500,1500,100,100
0,37500,1100,100,100
0,37700,1300,100,100
0,37900,1500,100,100
0,37700,900,100,100
0,37900,400,100,400
0,38100,900,100,100
0,38100,1300,100,100
0,38300,1500,100,100
0,38300,400,100,400
0,38100,400,100,200
0,37700,500,100,100
0,36700,700,100,100
0,36900,900,100,100
0,36900,100,100,100
0,37300,100,100,100
0,37500,300,100,100
0,37600,300,200,200
0,37600,1000,100,100
0,38000,400,100,300
0,38200,400,100,300
0,38400,400,100,500
0,38500,400,100,600
0,38500,1300,100,100
0,38700,1050,100,100
0,38700,1500,100,100
0,38900,1350,100,250
0,38925,900,75,75
0,38600,400,100,500
0,38700,400,100,400
0,38800,400,100,400
0,38900,400,100,400
0,39000,600,100,200
0,39100,600,100,200
0,39200,600,200,200
0,38600,900,100,200
0,38800,1425,100,175
0,39000,400,400,200
0,37900,0,1500,400
